0;1;2;3;4;5;Code ES
0;0;1;0;0;0;700236
1;0;0;0;0;0;700238
0;1;0;0;0;0;702136
0;0;1;0;0;0;700239
0;0;0;1;0;0;701043
0;0;1;0;0;0;701945
0;0;1;0;0;0;701490
0;0;0;1;0;0;702092
1;0;0;0;0;0;700615
0;0;0;0;1;0;702275
1;0;0;0;0;0;700244
0;1;0;0;0;0;701682
1;0;0;0;0;0;700660
0;0;0;0;1;0;701288
0;0;1;0;0;0;700245
1;0;0;0;0;0;702124
1;0;0;0;0;0;701798
1;0;0;0;0;0;701923
0;0;0;0;1;0;701169
0;1;0;0;0;0;700465
0;0;0;0;1;0;701415
0;0;1;0;0;0;700259
0;0;0;0;1;0;700313
0;0;0;0;1;0;701647
0;0;0;0;1;0;700262
0;1;0;0;0;0;700644
0;0;1;0;0;0;700796
0;0;1;0;0;0;701335
0;0;0;0;1;0;700310
0;0;0;0;1;0;700500
0;0;0;1;0;0;701737
0;1;0;0;0;0;700427
0;0;0;1;0;0;701347
0;1;0;0;0;0;700712
0;0;1;0;0;0;700268
0;0;1;0;0;0;700864
0;1;0;0;0;0;700385
0;0;0;0;1;0;700875
1;0;0;0;0;0;701191
0;0;0;1;0;0;700378
0;0;0;1;0;0;700751
0;0;1;0;0;0;700276
0;1;0;0;0;0;702040
0;0;1;0;0;0;700287
0;1;0;0;0;0;700496
0;0;0;1;0;0;701269
0;0;1;0;0;0;700282
1;0;0;0;0;0;701897
0;0;0;1;0;0;700387
0;0;1;0;0;0;700290
0;1;0;0;0;0;700857
0;1;0;0;0;0;700832
0;0;1;0;0;0;700292
0;0;0;1;0;0;700579
1;0;0;0;0;0;701697
0;1;0;0;0;0;700302
0;0;0;0;1;0;702299
1;0;0;0;0;0;700307
0;1;0;0;0;0;702001
1;0;0;0;0;0;700308
0;0;0;0;1;0;702063
0;0;0;1;0;0;700589
0;1;0;0;0;0;700932
0;1;0;0;0;0;701227
0;0;0;0;0;1;701400
0;0;0;0;1;0;701110
0;1;0;0;0;0;700885
0;0;0;1;0;0;701570
1;0;0;0;0;0;700923
1;0;0;0;0;0;701710
0;0;0;1;0;0;700486
0;0;1;0;0;0;700845
0;0;0;0;1;0;700326
0;0;0;1;0;0;700327
0;0;0;0;1;0;700551
0;1;0;0;0;0;702007
0;0;0;0;1;0;700738
1;0;0;0;0;0;701623
1;0;0;0;0;0;700335
0;0;0;0;1;0;701557
0;0;1;0;0;0;700336
0;0;1;0;0;0;700337
1;0;0;0;0;0;700878
0;1;0;0;0;0;701296
0;0;0;0;1;0;700807
0;0;0;0;1;0;701250
0;0;1;0;0;0;700341
0;0;0;1;0;0;700842
1;0;0;0;0;0;701567
0;1;0;0;0;0;701044
1;0;0;0;0;0;700667
0;1;0;0;0;0;701770
0;1;0;0;0;0;700478
0;0;0;0;1;0;702277
0;1;0;0;0;0;700630
0;0;0;0;1;0;701390
0;0;1;0;0;0;701367
0;0;0;0;1;0;700560
0;0;0;1;0;0;700404
0;0;0;1;0;0;701649
0;0;0;1;0;0;700475
0;1;0;0;0;0;701091
0;0;0;0;0;1;700396
1;0;0;0;0;0;701391
1;0;0;0;0;0;700685
0;0;0;0;0;1;700548
1;0;0;0;0;0;700609
1;0;0;0;0;0;700488
1;0;0;0;0;0;700989
0;0;1;0;0;0;700937
1;0;0;0;0;0;701970
0;0;0;1;0;0;700792
0;0;0;1;0;0;701401
0;0;1;0;0;0;700420
1;0;0;0;0;0;701337
0;1;0;0;0;0;700645
0;0;0;0;0;1;701804
0;0;0;1;0;0;701687
0;1;0;0;0;0;700901
0;0;1;0;0;0;700851
0;0;1;0;0;0;700634
0;0;0;1;0;0;700732
0;1;0;0;0;0;701203
0;0;0;1;0;0;700701
0;0;1;0;0;0;701318
0;0;0;0;1;0;700447
1;0;0;0;0;0;700581
0;0;1;0;0;0;701524
0;1;0;0;0;0;700451
0;0;0;1;0;0;701648
0;0;1;0;0;0;701254
1;0;0;0;0;0;701683
0;0;1;0;0;0;700742
1;0;0;0;0;0;701880
0;0;0;1;0;0;701308
0;0;0;0;1;0;700617
0;1;0;0;0;0;701362
0;0;1;0;0;0;700477
0;0;0;0;1;0;702004
1;0;0;0;0;0;700479
0;0;0;0;0;1;700740
0;0;0;1;0;0;701073
0;0;0;0;1;0;700484
0;0;0;0;0;1;700510
1;0;0;0;0;0;701208
1;0;0;0;0;0;700518
0;1;0;0;0;0;701783
0;0;0;1;0;0;700490
0;1;0;0;0;0;701098
1;0;0;0;0;0;701126
0;0;0;0;1;0;700568
0;0;1;0;0;0;701799
0;0;1;0;0;0;700632
0;0;0;1;0;0;701034
1;0;0;0;0;0;700681
0;0;1;0;0;0;700507
0;1;0;0;0;0;700720
0;1;0;0;0;0;700820
0;0;0;0;0;1;701986
1;0;0;0;0;0;700598
0;1;0;0;0;0;700517
0;0;0;1;0;0;701170
0;0;0;0;1;0;700519
0;0;0;1;0;0;701104
0;0;0;1;0;0;700539
0;0;1;0;0;0;701444
0;0;0;1;0;0;700524
0;1;0;0;0;0;701354
0;0;0;0;1;0;700528
0;0;0;1;0;0;700529
0;1;0;0;0;0;700854
1;0;0;0;0;0;700534
0;0;0;1;0;0;700844
1;0;0;0;0;0;700876
0;0;0;0;1;0;701594
0;0;0;1;0;0;700537
0;0;0;0;0;1;701448
0;1;0;0;0;0;700904
0;0;0;0;0;1;701483
0;0;0;0;1;0;700538
0;1;0;0;0;0;701718
0;0;0;1;0;0;700696
0;0;1;0;0;0;702167
1;0;0;0;0;0;700550
0;0;0;1;0;0;701800
0;0;0;1;0;0;701088
0;0;0;0;1;0;700559
0;0;0;0;1;0;700561
0;1;0;0;0;0;700745
0;0;0;1;0;0;700570
0;0;0;1;0;0;700651
0;0;0;0;0;1;700673
0;0;0;1;0;0;701422
1;0;0;0;0;0;700608
0;0;0;0;0;1;701439
1;0;0;0;0;0;700588
1;0;0;0;0;0;701228
0;0;0;1;0;0;700635
0;0;0;1;0;0;700593
0;0;1;0;0;0;700657
0;0;0;1;0;0;702034
0;0;0;0;1;0;700601
0;0;1;0;0;0;701139
0;0;1;0;0;0;700603
0;0;0;1;0;0;700706
1;0;0;0;0;0;700612
0;0;0;0;0;1;701670
0;0;0;1;0;0;700918
0;0;0;1;0;0;701597
0;0;0;0;1;0;700623
0;0;0;1;0;0;702140
0;0;0;1;0;0;700806
0;0;0;1;0;0;700640
0;0;0;1;0;0;701213
0;0;0;1;0;0;702214
0;1;0;0;0;0;700652
0;0;0;0;0;1;701745
0;0;0;1;0;0;701172
0;0;0;1;0;0;700656
0;0;0;1;0;0;701242
0;0;1;0;0;0;700803
0;0;1;0;0;0;700958
1;0;0;0;0;0;700955
0;0;0;1;0;0;700668
0;0;0;1;0;0;701803
0;0;0;1;0;0;700686
1;0;0;0;0;0;700692
0;0;0;0;0;1;701502
1;0;0;0;0;0;700694
0;0;1;0;0;0;700698
0;1;0;0;0;0;701708
0;1;0;0;0;0;700703
1;0;0;0;0;0;701586
0;0;0;0;1;0;700815
0;0;0;1;0;0;701837
1;0;0;0;0;0;700849
0;0;0;0;0;1;701857
0;1;0;0;0;0;701612
0;1;0;0;0;0;700867
0;0;0;0;0;1;700770
1;0;0;0;0;0;700734
0;0;1;0;0;0;700931
0;0;0;0;0;1;701461
0;0;0;0;1;0;700737
1;0;0;0;0;0;702278
1;0;0;0;0;0;700741
0;0;0;0;0;1;700935
1;0;0;0;0;0;700746
0;0;0;0;1;0;700787
0;0;0;1;0;0;702142
0;0;0;1;0;0;700755
0;0;0;1;0;0;701704
0;0;0;1;0;0;700757
0;0;0;0;1;0;701176
0;0;1;0;0;0;701727
0;0;0;0;0;1;700769
0;1;0;0;0;0;701074
0;1;0;0;0;0;700794
0;0;0;0;1;0;700823
0;0;1;0;0;0;700900
0;1;0;0;0;0;701755
0;0;0;1;0;0;700831
0;1;0;0;0;0;701966
0;0;0;1;0;0;700847
0;0;0;0;0;1;701921
0;0;0;1;0;0;700884
0;1;0;0;0;0;700946
0;0;0;1;0;0;701884
0;0;0;1;0;0;700948
0;0;0;1;0;0;701692
0;0;1;0;0;0;701470
0;1;0;0;0;0;700956
0;0;0;0;1;0;701511
0;0;0;0;0;1;701666
0;1;0;0;0;0;700970
1;0;0;0;0;0;701375
0;0;1;0;0;0;700974
0;1;0;0;0;0;701752
0;1;0;0;0;0;702059
0;0;1;0;0;0;700976
0;0;0;0;1;0;700978
0;0;0;0;0;1;701468
0;0;0;0;1;0;700979
0;0;0;0;0;1;700981
0;0;0;1;0;0;700982
1;0;0;0;0;0;700990
1;0;0;0;0;0;700992
0;0;0;0;1;0;701256
0;0;0;1;0;0;700994
0;0;1;0;0;0;700995
0;0;0;1;0;0;701270
0;0;1;0;0;0;701000
0;0;1;0;0;0;701002
0;0;0;1;0;0;701608
0;0;0;0;1;0;701003
0;0;1;0;0;0;701004
0;1;0;0;0;0;701972
0;0;0;1;0;0;701005
0;0;0;1;0;0;701440
0;0;0;1;0;0;701006
0;1;0;0;0;0;701012
0;0;0;1;0;0;701420
0;0;0;1;0;0;701013
0;1;0;0;0;0;701949
0;0;1;0;0;0;701015
0;0;1;0;0;0;701112
0;0;0;0;0;1;701017
1;0;0;0;0;0;701635
0;0;1;0;0;0;701018
0;0;0;1;0;0;701553
0;0;1;0;0;0;701024
0;0;0;1;0;0;701499
1;0;0;0;0;0;701025
0;0;0;0;0;1;701027
1;0;0;0;0;0;702073
0;0;0;1;0;0;701517
1;0;0;0;0;0;701038
0;0;0;0;0;1;702168
0;0;0;1;0;0;701421
0;0;1;0;0;0;701041
0;0;0;0;1;0;701706
0;0;1;0;0;0;701626
0;0;0;0;1;0;701054
0;0;1;0;0;0;701137
0;0;0;0;0;1;701055
0;0;0;0;1;0;701548
0;0;0;0;0;1;701056
0;0;0;0;1;0;701101
0;0;0;0;0;1;701105
0;0;0;1;0;0;701067
0;0;0;0;1;0;701224
0;0;0;1;0;0;702204
1;0;0;0;0;0;701075
0;0;0;0;0;1;701077
0;0;0;1;0;0;701571
0;0;0;1;0;0;701078
1;0;0;0;0;0;701188
0;0;0;1;0;0;701079
0;0;0;1;0;0;701963
0;0;0;1;0;0;701080
0;0;0;0;0;1;701313
0;0;1;0;0;0;701086
0;0;0;0;1;0;701618
0;0;1;0;0;0;701848
1;0;0;0;0;0;701585
0;0;0;0;1;0;701096
0;0;0;0;0;1;701143
0;0;0;1;0;0;701103
0;1;0;0;0;0;701106
0;0;1;0;0;0;702152
0;0;0;0;0;1;701924
0;0;0;1;0;0;701113
0;0;0;1;0;0;701114
0;0;0;1;0;0;701735
0;1;0;0;0;0;702207
0;0;0;1;0;0;701118
0;0;0;1;0;0;701446
0;0;1;0;0;0;701123
0;1;0;0;0;0;702128
0;0;0;1;0;0;701124
1;0;0;0;0;0;701830
0;0;1;0;0;0;701128
0;0;0;1;0;0;701652
0;1;0;0;0;0;701129
0;0;0;1;0;0;701132
0;0;0;1;0;0;702166
0;0;0;0;0;1;702141
0;0;0;0;0;1;701145
