Melloussa;0;0;1;0;0;0
Boukhalef;1;1;1;1;1;1
Fahs anjra;0;0;1;0;0;0
Jouamaa;0;0;1;0;0;0
Fersioua;1;0;0;0;0;0
Sebt zinat;0;0;1;0;0;0
El bahraouine;1;1;1;1;1;1
Agence larache;1;1;1;1;1;1
Tizounine;0;0;0;1;0;0
Taroudant;1;1;1;1;1;1
Taliouine;1;0;0;0;0;0
Ait aiaazza;0;1;0;0;0;0
Akka;0;0;0;1;0;0
Aoulouz;1;0;0;0;0;0
Igherm;0;0;0;1;0;0
Oulad berhil;1;0;0;0;0;0
Oum el guerdane;0;0;0;1;0;0
Sebt el guerdane;0;0;1;0;0;0
Tata;0;0;0;1;0;0
Ait igas;1;0;0;0;0;0
Igherm;0;0;0;1;0;0
Sidi moussa hamri;0;0;1;0;0;0
Tissint;0;0;0;1;0;0
Ait iaaza;0;1;0;0;0;0
Zaouia sidi tahar;0;1;0;0;0;0
Issafen;0;0;0;1;0;0
Ait ouabelli;0;0;0;1;0;0
Oulad aarfa;0;1;0;0;0;0
Adis;0;0;0;1;0;0
Tafingoult;1;0;0;0;0;0
Ouzioua;1;0;0;0;0;0
Tazemourt;0;1;0;0;0;0
El koudia el beida;0;0;1;0;0;0
Oulad terna;0;1;0;0;0;0
Boughanim;0;0;1;0;0;0
Taza;1;1;1;1;1;1
Guercif;1;0;1;0;1;0
Taourirt;0;0;0;0;1;0
Oued amlil;0;1;0;0;0;0
Ajdir taza;0;0;0;1;0;0
Aknoul;0;0;0;1;0;0
Debdou;0;0;0;0;1;0
Oulad zbair;0;1;0;0;0;0
Tahla;0;1;0;0;0;0
Tainaste;0;1;0;0;0;0
Tizi ouasli;0;0;0;1;0;0
Had m'sila;0;1;0;0;0;0
Lamrija;0;0;1;0;0;0
Bni frassen;0;1;0;0;0;0
Tissaf;0;0;1;0;0;0
Mezguitem;0;0;0;1;0;0
Boukhaled;0;1;0;0;0;0
Taddart;1;0;1;0;1;0
Ouled rahou;1;0;1;0;1;0
Bourd;0;0;0;1;0;0
Bab marzouka;0;1;0;0;0;0
Gueldaman;0;0;0;0;1;0
Boured;0;0;0;1;0;0
Bouhlou;0;1;0;0;0;0
Msoun;1;0;1;0;1;0
Saka;1;0;0;0;0;0
Ait seghrouchen;0;1;0;0;0;0
M'sila;0;1;0;0;0;0
Meknassa;0;1;0;0;0;0
Bouchfaa;0;1;0;0;0;0
Laanasser Beni Ftah;0;0;0;1;0;0
Tindite;0;0;1;0;0;0
Sidi ali borakba;0;0;0;1;0;0
Tétouan;1;1;1;1;1;1
Fnideq;1;0;0;1;0;0
Chefchaouen;0;1;0;0;0;0
Martil;1;1;1;1;1;1
M'diq;1;1;1;1;1;1
Stehat;0;0;1;0;0;0
Bab berred;0;1;0;0;0;0
Bab taza;0;1;0;0;0;0
Dar bni karrich;0;1;0;0;0;0
Jebha;0;0;1;0;0;0
Karia tétouan;0;0;0;1;0;0
Oued laou;0;0;1;0;0;0
Khamis m'diq;0;1;0;0;0;0
Assaki;0;0;1;0;0;0
Ain baida;0;1;0;0;0;0
Dar ben karrich;1;1;1;1;1;1
Amter;0;0;1;0;0;0
Taghramt;1;0;0;1;0;0
Khmis anjrah;0;0;0;1;0;0
Zinat tetouan;0;0;0;1;0;0
Allein tétouan;1;1;1;1;1;1
Ain lahcen;0;0;0;1;0;0
Centre dar akoubae;0;1;0;0;0;0
Tizgane;0;0;1;0;0;0
Tanaqoub;0;1;0;0;0;0
Jbel lahbib;0;0;0;1;0;0
Larbaa beni hassen;0;1;0;0;0;0
Belyounech;1;0;0;1;0;0
Azla;1;1;1;1;1;1
M'tioua;0;0;1;0;0;0
Saddina;1;1;1;1;1;1
Ain baida;0;1;0;0;0;0
Souk sebt oued malha;0;1;0;0;0;0
Ouaouzgane;0;0;1;0;0;0
Beni Ahmed Gharbia;0;1;0;0;0;0
Al oued;0;1;0;0;0;0
Ain ahjar beni mansour;0;1;0;0;0;0
Tanalt;0;0;0;0;1;0
Oulad jerrar;0;0;1;0;0;0
Sidi ifni;1;0;0;0;0;0
Tiznit;1;1;1;1;1;1
Tafraout;0;0;0;0;1;0
Lakhsas;0;0;1;0;0;0
Massa;0;1;0;0;0;0
Ouijjane;0;0;0;0;1;0
Bounaamane;1;0;0;0;0;0
Mirleft;1;0;0;0;0;0
Ida ou semlal;0;0;0;0;1;0
Aglou;0;0;0;1;0;0
Ait Ouafqa;0;0;0;0;1;0
Tighmi;0;0;0;0;1;0
Lakhssas;0;0;1;0;0;0
Tighirt;0;0;1;0;0;0
Anzi;0;0;0;0;1;0
Tizoughrane;0;0;0;0;1;0
Arbaa sahel;1;0;0;0;0;0
Tioughza;1;0;0;0;0;0
Abadou;0;0;1;0;0;0
Kalaat bouqorra;0;1;0;0;0;0
